label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,20200906_m1_ASD_6uM_c8_Pos_fsPRM_2uL_007,20200906_m1_ASD_6uM_c8_Pos_fsPRM_2uL_008,20200906_m1_ASD_6uM_c8_Pos_FS_2uL_003,20200906_m1_ASD_6uM_c8_Pos_FS_2uL_004,20200912_m1_ASD_6uM_c8_Neg_fsPRM_2uL_008,20200912_m1_ASD_6uM_c8_Neg_fsPRM_2uL_009,20200912_m1_ASD_6uM_c8_Neg_FS_2uL_003,20200912_m1_ASD_6uM_c8_Neg_FS_2uL_004
b,26,26,1,128.035339,5.539,0.835109,[M-H]-,C12 PARENT,Pyroglutamic acid,C01879,C5H7NO3,2.151,0.119176,128.035339,0.00,0.00,0.00,0.00,25412.80,24985.52,10971.71,19325.82
b,27,27,1,128.035385,7.203,0.673707,[M-H]-,C12 PARENT,Pyroglutamic acid,C01879,C5H7NO3,0.487,0.476706,128.035385,0.00,0.00,0.00,0.00,20088.50,24693.97,2053.32,15398.98
b,28,28,2,129.019653,0.388,0.722492,[M-H]-,C12 PARENT,Citraconic acid,C02226,C5H6O4,12.902,2.483617,129.019653,6422.21,20550.78,24019.45,13333.15,22728.84,25307.85,14264.97,13036.98
b,29,29,1,133.014160,0.539,0.634877,[M-H]-,C12 PARENT,malate,C00149|C00497|C00711,C4H6O5,12.161,0.688293,133.014160,0.00,0.00,0.00,0.00,14817.02,11926.14,46438.46,38316.27
b,30,30,1,133.013840,4.383,0.538268,[M-H]-,C12 PARENT,malate,C00149|C00497|C00711,C4H6O5,8.317,3.097317,133.013840,0.00,0.00,0.00,0.00,3895.42,0.00,31482.13,4368.12
b,31,31,1,133.013962,5.540,0.514259,[M-H]-,C12 PARENT,malate,C00149|C00497|C00711,C4H6O5,7.160,2.179594,133.013962,0.00,0.00,0.00,0.00,16321.84,0.00,55458.31,18930.95
b,33,33,2,133.013962,6.671,0.580886,[M-H]-,C12 PARENT,malate,C00149|C00497|C00711,C4H6O5,6.029,2.179594,133.013962,0.00,0.00,0.00,0.00,31894.70,0.00,66170.46,15666.93
b,36,36,1,130.050812,1.074,0.501565,[M-H]-,C12 PARENT,N-Acetyl-L-alanine,C01073,C5H9NO3,6.896,1.173293,130.050812,0.00,0.00,0.00,0.00,29321.44,32201.30,18927.06,25968.32
b,37,37,1,130.050797,1.254,0.629010,[M-H]-,C12 PARENT,N-Acetyl-L-alanine,C01073,C5H9NO3,6.716,1.290622,130.050797,0.00,0.00,0.00,0.00,38811.81,29207.84,24064.86,20809.03
b,38,38,1,130.050797,1.642,0.513984,[M-H]-,C12 PARENT,N-Acetyl-L-alanine,C01073,C5H9NO3,6.328,1.290622,130.050797,0.00,0.00,0.00,0.00,41632.27,29493.28,16031.28,25277.14
b,39,39,1,130.050842,2.460,0.589988,[M-H]-,C12 PARENT,N-Acetyl-L-alanine,C01073,C5H9NO3,5.510,0.938634,130.050842,0.00,0.00,0.00,0.00,32899.88,26077.62,22666.78,24256.84
b,40,40,1,130.050797,3.415,0.766416,[M-H]-,C12 PARENT,N-Acetyl-L-alanine,C01073,C5H9NO3,4.555,1.290622,130.050797,0.00,0.00,0.00,0.00,31691.96,29317.53,16185.73,18194.39
b,41,41,1,130.050812,3.629,0.725219,[M-H]-,C12 PARENT,N-Acetyl-L-alanine,C01073,C5H9NO3,4.341,1.173293,130.050812,0.00,4116.38,0.00,0.00,29043.04,31178.92,22301.55,17184.90
b,42,42,1,130.050781,4.032,0.762691,[M-H]-,C12 PARENT,N-Acetyl-L-alanine,C01073,C5H9NO3,3.938,1.407952,130.050781,0.00,0.00,0.00,0.00,24682.19,36476.46,20802.92,19174.61
b,43,43,3,130.998444,8.085,0.685214,[M-H]-,C12 PARENT,oxaloacetate,C00036,C4H4O5,5.555,1.164806,130.998444,0.00,0.00,0.00,0.00,32870.56,14049.38,25769.11,17387.70
b,44,44,1,130.998428,8.560,0.795506,[M-H]-,C12 PARENT,oxaloacetate,C00036,C4H4O5,5.080,1.281286,130.998428,0.00,0.00,0.00,0.00,22213.60,11325.22,25523.10,22730.46
b,45,45,1,130.998383,8.741,0.527426,[M-H]-,C12 PARENT,oxaloacetate,C00036,C4H4O5,4.899,1.630728,130.998383,0.00,0.00,0.00,0.00,26097.18,13488.24,18689.88,18492.39
b,46,46,1,130.998444,9.096,0.658775,[M-H]-,C12 PARENT,oxaloacetate,C00036,C4H4O5,4.544,1.164806,130.998444,0.00,0.00,0.00,0.00,22262.35,8086.45,18337.08,20334.85
b,47,47,1,130.998367,10.238,0.631376,[M-H]-,C12 PARENT,oxaloacetate,C00036,C4H4O5,3.402,1.747208,130.998367,0.00,0.00,0.00,0.00,21656.35,13138.11,29284.56,10384.62
b,48,48,1,130.998352,10.750,0.540288,[M-H]-,C12 PARENT,oxaloacetate,C00036,C4H4O5,2.890,1.863689,130.998352,0.00,0.00,0.00,0.00,21938.48,16060.78,22179.46,20358.57
b,49,49,1,130.998276,11.322,0.546073,[M-H]-,C12 PARENT,oxaloacetate,C00036,C4H4O5,2.318,2.446092,130.998276,0.00,0.00,0.00,0.00,20526.95,15527.75,21565.37,24173.62
b,51,51,1,131.046143,12.497,0.611735,[M-H]-,C12 PARENT,asparagine,C00152,C4H8N2O3,11.497,0.582191,131.046143,0.00,0.00,0.00,0.00,5707.94,0.00,7203.17,5736.44
b,53,53,1,130.050812,1.074,0.501565,[M-H]-,C12 PARENT,hydroxyproline,C01157,C5H9NO3,0.074,1.173293,130.050812,0.00,0.00,0.00,0.00,29321.44,32201.30,18927.06,25968.32
b,54,54,1,130.050797,1.254,0.629010,[M-H]-,C12 PARENT,hydroxyproline,C01157,C5H9NO3,0.254,1.290622,130.050797,0.00,0.00,0.00,0.00,38811.81,29207.84,24064.86,20809.03
b,55,55,1,130.050797,1.642,0.513984,[M-H]-,C12 PARENT,hydroxyproline,C01157,C5H9NO3,0.642,1.290622,130.050797,0.00,0.00,0.00,0.00,41632.27,29493.28,16031.28,25277.14
b,56,56,1,130.050842,2.460,0.589988,[M-H]-,C12 PARENT,hydroxyproline,C01157,C5H9NO3,1.460,0.938634,130.050842,0.00,0.00,0.00,0.00,32899.88,26077.62,22666.78,24256.84
b,57,57,1,130.050797,3.415,0.766416,[M-H]-,C12 PARENT,hydroxyproline,C01157,C5H9NO3,2.415,1.290622,130.050797,0.00,0.00,0.00,0.00,31691.96,29317.53,16185.73,18194.39
b,58,58,1,130.050812,3.629,0.725219,[M-H]-,C12 PARENT,hydroxyproline,C01157,C5H9NO3,2.629,1.173293,130.050812,0.00,4116.38,0.00,0.00,29043.04,31178.92,22301.55,17184.90
b,59,59,1,130.050781,4.032,0.762691,[M-H]-,C12 PARENT,hydroxyproline,C01157,C5H9NO3,3.032,1.407952,130.050781,0.00,0.00,0.00,0.00,24682.19,36476.46,20802.92,19174.61
b,61,61,2,442.017883,4.125,0.838521,[M-H]-,C12 PARENT,GDP,C00035,C10H15N5O11P2,9.775,1.864124,442.017883,0.00,0.00,0.00,0.00,28187.21,19648.15,11101.27,23150.57
b,62,62,1,427.005127,5.596,0.789977,[M-H]-,C12 PARENT,IDP,C00104,C10H14N4O11P2,8.304,2.429936,427.005127,0.00,0.00,0.00,0.00,31408.98,40218.86,29495.64,32120.62
b,63,63,1,427.005127,5.491,0.704793,[M-H]-,C12 PARENT,IDP,C00104,C10H14N4O11P2,8.409,2.429936,427.005127,0.00,0.00,0.00,0.00,40386.34,0.00,32114.21,27249.97
b,64,64,1,427.005249,5.755,0.819711,[M-H]-,C12 PARENT,IDP,C00104,C10H14N4O11P2,8.145,2.144061,427.005249,0.00,0.00,0.00,0.00,44859.43,29660.13,54682.29,48177.64
b,65,65,1,204.029419,0.283,0.798957,[M-H]-,C12 PARENT,Xanthurenic acid,C02470,C10H7NO4,13.857,3.963706,204.029419,11210.01,6987.68,28382.41,27143.62,2803.12,0.00,2796.37,0.00
b,66,66,1,367.019470,5.840,0.542078,[M-H]-,C12 PARENT,orotidine-5'-phosphate,C01103,C10H13N2O11P,7.740,2.827100,367.019470,0.00,0.00,0.00,0.00,70965.65,115691.88,101736.52,70520.96
b,67,67,1,367.019531,9.052,0.500843,[M-H]-,C12 PARENT,orotidine-5'-phosphate,C01103,C10H13N2O11P,4.528,2.993400,367.019531,0.00,0.00,0.00,0.00,63290.99,31300.13,38316.89,48221.83
b,68,68,1,367.019348,10.870,0.548164,[M-H]-,C12 PARENT,orotidine-5'-phosphate,C01103,C10H13N2O11P,2.710,2.494500,367.019348,0.00,0.00,0.00,0.00,75174.87,64108.54,65785.55,26537.87
b,69,69,1,368.999298,5.460,0.553209,[M-H]-,C12 PARENT,Sedoheptoluse bisphosphate,Sedoheptoluse bisphosphate,C7H16O13P2,8.180,0.165407,368.999298,0.00,0.00,0.00,0.00,325014.34,266648.53,278027.03,257592.89
b,70,70,1,368.998535,9.891,0.571467,[M-H]-,C12 PARENT,Sedoheptoluse bisphosphate,Sedoheptoluse bisphosphate,C7H16O13P2,3.749,2.232997,368.998535,0.00,0.00,0.00,0.00,95777.32,85783.65,89321.78,87862.59
b,71,71,1,368.998444,11.733,0.528802,[M-H]-,C12 PARENT,Sedoheptoluse bisphosphate,Sedoheptoluse bisphosphate,C7H16O13P2,1.907,2.481108,368.998444,0.00,0.00,0.00,0.00,122178.48,108929.48,90413.91,98638.27
b,72,72,1,368.998596,12.273,0.582885,[M-H]-,C12 PARENT,Sedoheptoluse bisphosphate,Sedoheptoluse bisphosphate,C7H16O13P2,1.367,2.067590,368.998596,6051.87,0.00,0.00,0.00,82277.67,86617.98,77169.12,99630.41
b,73,73,1,386.015137,6.457,0.681721,[M-H]-,C12 PARENT,dCDP,C00705,C9H15N3O10P2,7.123,2.213619,386.015137,0.00,0.00,0.00,0.00,12084.63,18707.95,19757.43,11989.69
b,75,75,1,386.015045,7.060,0.804357,[M-H]-,C12 PARENT,dCDP,C00705,C9H15N3O10P2,6.520,2.450792,386.015045,0.00,0.00,0.00,0.00,14731.55,15016.90,25553.78,17093.17
b,76,76,3,399.009644,4.533,0.730066,[M-H]-,C12 PARENT,Octoluse Bisphosphate,Octoluse Bisphosphate,C8H18O14P2,9.107,0.688349,399.009644,0.00,0.00,0.00,0.00,36350.27,43540.45,54229.44,32937.65
b,78,78,1,399.008545,8.409,0.611204,[M-H]-,C12 PARENT,Octoluse Bisphosphate,Octoluse Bisphosphate,C8H18O14P2,5.231,3.441746,399.008545,0.00,0.00,0.00,0.00,102546.59,72152.50,91265.23,81361.69
b,79,79,1,402.009766,5.849,0.572809,[M-H]-,C12 PARENT,CDP,C00112,C9H15N3O11P2,7.681,2.884668,402.009766,0.00,0.00,0.00,0.00,14276.38,10568.89,11203.07,10510.41
b,80,80,1,402.009766,5.972,0.715087,[M-H]-,C12 PARENT,CDP,C00112,C9H15N3O11P2,7.558,2.884668,402.009766,0.00,0.00,0.00,0.00,24535.25,12567.86,14813.48,17527.91
b,81,81,2,579.027832,6.903,0.835276,[M-H]-,C12 PARENT,UDP-D-glucuronate,C00167,C15H22N2O18P2,7.777,1.370328,579.027832,0.00,0.00,0.00,0.00,132602.89,122034.51,66570.29,107396.28
b,82,82,1,579.027161,7.261,0.753107,[M-H]-,C12 PARENT,UDP-D-glucuronate,C00167,C15H22N2O18P2,7.419,0.210820,579.027161,0.00,0.00,0.00,0.00,129443.35,126628.09,77570.95,67619.43
b,83,83,1,579.027527,7.479,0.814071,[M-H]-,C12 PARENT,UDP-D-glucuronate,C00167,C15H22N2O18P2,7.201,0.843279,579.027527,0.00,0.00,0.00,0.00,112086.04,98270.90,81752.02,0.00
b,84,84,1,565.048706,6.549,0.808956,[M-H]-,C12 PARENT,UDP-D-glucose,C00029,C15H24N2O17P2,6.891,1.728283,565.048706,0.00,0.00,0.00,0.00,14984.27,26127.54,53707.32,55203.16
b,85,85,1,565.049438,6.831,0.624764,[M-H]-,C12 PARENT,UDP-D-glucose,C00029,C15H24N2O17P2,6.609,3.024496,565.049438,0.00,0.00,0.00,0.00,64367.17,67076.82,28687.47,58460.91
b,86,86,1,565.049133,7.196,0.835292,[M-H]-,C12 PARENT,UDP-D-glucose,C00029,C15H24N2O17P2,6.244,2.484407,565.049133,0.00,0.00,0.00,0.00,106940.04,67386.47,35039.64,52867.45
b,87,87,1,565.049194,7.305,0.642358,[M-H]-,C12 PARENT,UDP-D-glucose,C00029,C15H24N2O17P2,6.135,2.592425,565.049194,0.00,0.00,0.00,0.00,108491.77,84310.73,46648.30,53228.19
b,88,88,1,565.049255,7.396,0.826881,[M-H]-,C12 PARENT,UDP-D-glucose,C00029,C15H24N2O17P2,6.044,2.700443,565.049255,0.00,0.00,0.00,0.00,73831.82,73020.72,33225.39,77034.65
b,89,89,2,565.048584,7.555,0.832149,[M-H]-,C12 PARENT,UDP-D-glucose,C00029,C15H24N2O17P2,5.885,1.512248,565.048584,0.00,0.00,0.00,0.00,131011.28,109944.01,82886.15,69307.01
b,90,90,1,565.048950,8.086,0.756430,[M-H]-,C12 PARENT,UDP-D-glucose,C00029,C15H24N2O17P2,5.354,2.160354,565.048950,0.00,0.00,0.00,0.00,64514.04,52793.14,56246.82,48817.74
b,91,91,2,264.953125,0.554,0.627127,[M-H]-,C12 PARENT,2_3-Diphosphoglyceric acid,C01159,C3H8O10P2,14.126,4.261717,264.953125,538099.94,231394.50,0.00,365942.38,0.00,0.00,0.00,0.00
,91,92,1,267.962769,0.560,0.738127,,C13-label-3,2_3-Diphosphoglyceric acid,C01159,C3H8O10P2,14.120,2.619417,264.953125,459612.25,260985.19,675751.06,352140.66,0.00,0.00,0.00,0.00
b,93,93,2,264.953125,0.554,0.627127,[M-H]-,C12 PARENT,1_3-diphopshateglycerate,31,C3H8O10P2,-1.000,4.261717,264.953125,538099.94,231394.50,0.00,365942.38,0.00,0.00,0.00,0.00
b,98,98,1,257.005859,4.306,0.598221,[M-H]-,C12 PARENT,D-glucono-Î´-lactone-6-phosphate,C01236,C6H11O9P,1.864,3.681011,257.005859,0.00,0.00,0.00,0.00,130349.16,32230.56,37470.73,60752.18
,98,99,0,258.009583,4.312,0.055018,,C13-label-1,D-glucono-Î´-lactone-6-phosphate,C01236,C6H11O9P,1.858,2.247330,257.005859,0.00,0.00,0.00,0.00,0.00,4199.09,3252.42,0.00
,98,100,0,261.019684,4.319,0.055503,,C13-label-4,D-glucono-Î´-lactone-6-phosphate,C01236,C6H11O9P,1.851,2.104497,257.005859,0.00,0.00,0.00,0.00,6493.48,0.00,5762.08,5340.00
b,101,101,1,257.005798,5.051,0.603304,[M-H]-,C12 PARENT,D-glucono-Î´-lactone-6-phosphate,C01236,C6H11O9P,1.119,3.918496,257.005798,0.00,0.00,0.00,0.00,74742.09,34075.18,55333.64,59271.38
,101,102,0,261.019714,5.041,0.055311,,C13-label-4,D-glucono-Î´-lactone-6-phosphate,C01236,C6H11O9P,1.129,1.987581,257.005798,0.00,0.00,0.00,0.00,5908.70,5331.94,3941.95,0.00
b,103,103,2,257.006073,5.147,0.808940,[M-H]-,C12 PARENT,D-glucono-Î´-lactone-6-phosphate,C01236,C6H11O9P,1.023,2.849815,257.006073,0.00,0.00,0.00,0.00,125293.52,103488.88,64125.16,63350.39
,103,104,0,258.009094,5.095,0.054697,,C13-label-1,D-glucono-Î´-lactone-6-phosphate,C01236,C6H11O9P,1.075,4.139819,257.006073,0.00,0.00,0.00,0.00,0.00,0.00,4353.97,0.00
b,105,105,1,257.005798,8.852,0.796733,[M-H]-,C12 PARENT,D-glucono-Î´-lactone-6-phosphate,C01236,C6H11O9P,2.682,3.918496,257.005798,0.00,0.00,0.00,0.00,77143.91,45945.62,66015.70,24715.18
b,106,106,2,257.005920,9.874,0.784232,[M-H]-,C12 PARENT,D-glucono-Î´-lactone-6-phosphate,C01236,C6H11O9P,3.704,3.443527,257.005920,0.00,0.00,0.00,0.00,81951.74,24009.32,51620.05,59979.48
,106,107,0,261.019592,9.870,0.054882,,C13-label-4,D-glucono-Î´-lactone-6-phosphate,C01236,C6H11O9P,3.700,2.455247,257.005920,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5065.75
b,108,108,1,257.005859,9.969,0.651287,[M-H]-,C12 PARENT,D-glucono-Î´-lactone-6-phosphate,C01236,C6H11O9P,3.799,3.681011,257.005859,0.00,0.00,0.00,0.00,58258.64,41871.04,62579.64,48022.92
,108,109,0,258.009033,9.980,0.054353,,C13-label-1,D-glucono-Î´-lactone-6-phosphate,C01236,C6H11O9P,3.810,4.376379,257.005859,0.00,0.00,0.00,0.00,0.00,0.00,3683.89,0.00
b,110,110,1,257.005920,10.210,0.512770,[M-H]-,C12 PARENT,D-glucono-Î´-lactone-6-phosphate,C01236,C6H11O9P,4.040,3.443527,257.005920,0.00,0.00,0.00,0.00,49595.66,25165.25,25079.72,46141.73
b,111,111,1,253.010895,6.196,0.569590,[M-H]-,C12 PARENT,shikimate-3-phosphate,C03175,C7H11O8P,7.244,3.920058,253.010895,22609.29,16344.01,19004.25,21234.47,0.00,0.00,0.00,22049.79
b,112,112,1,253.011017,7.901,0.754049,[M-H]-,C12 PARENT,shikimate-3-phosphate,C03175,C7H11O8P,5.539,3.437589,253.011017,18973.15,30883.25,22763.16,15049.86,22812.89,14566.35,25871.30,34785.58
,112,113,0,254.014191,7.990,0.058668,,C13-label-1,shikimate-3-phosphate,C03175,C7H11O8P,5.450,4.084785,253.011017,0.00,3228.29,0.00,0.00,0.00,0.00,3731.27,0.00
,112,114,0,257.024475,7.958,0.054494,,C13-label-4,shikimate-3-phosphate,C03175,C7H11O8P,5.482,3.205811,253.011017,0.00,0.00,0.00,0.00,12570.00,0.00,7539.86,0.00
b,115,115,1,253.010910,8.094,0.710112,[M-H]-,C12 PARENT,shikimate-3-phosphate,C03175,C7H11O8P,5.346,3.859750,253.010910,27915.87,25269.10,34238.54,19950.01,22900.50,18655.38,53298.07,21082.95
,115,116,0,257.024536,8.132,0.055461,,C13-label-4,shikimate-3-phosphate,C03175,C7H11O8P,5.308,2.968344,253.010910,0.00,0.00,0.00,0.00,7171.97,0.00,5474.45,0.00
b,117,117,1,253.011002,8.564,0.766774,[M-H]-,C12 PARENT,shikimate-3-phosphate,C03175,C7H11O8P,4.876,3.497898,253.011002,20947.85,31405.26,12847.71,10779.46,40281.18,20260.23,44364.98,18053.11
,117,118,0,254.014328,8.635,0.047262,,C13-label-1,shikimate-3-phosphate,C03175,C7H11O8P,4.805,3.544152,253.011002,0.00,0.00,0.00,0.00,0.00,3970.63,0.00,0.00
,117,119,0,257.024414,8.581,0.055708,,C13-label-4,shikimate-3-phosphate,C03175,C7H11O8P,4.859,3.443279,253.011002,0.00,0.00,0.00,0.00,6341.07,15571.27,0.00,0.00
b,120,120,1,253.010956,10.328,0.542094,[M-H]-,C12 PARENT,shikimate-3-phosphate,C03175,C7H11O8P,3.112,3.678824,253.010956,15110.69,15096.25,9331.84,6296.94,37368.67,18782.52,45363.03,21849.46
,120,121,0,257.024414,10.327,0.054382,,C13-label-4,shikimate-3-phosphate,C03175,C7H11O8P,3.113,3.443279,253.010956,0.00,0.00,0.00,0.00,7848.54,6933.26,4080.49,0.00
b,122,122,3,253.011139,12.391,0.844228,[M-H]-,C12 PARENT,shikimate-3-phosphate,C03175,C7H11O8P,1.049,2.955121,253.011139,348078.66,427117.84,206501.20,334985.28,31965.42,7792.01,13631.54,29916.79
b,124,124,1,205.035843,9.415,0.663097,[M-H]-,C12 PARENT,lipoate,C00725,C8H14O2S2,6.555,2.009339,205.035843,0.00,0.00,0.00,0.00,5690.25,0.00,12155.19,7167.70
b,126,126,2,213.017822,4.267,0.748127,[M-H]-,C12 PARENT,deoxyribose-phosphate,C00673,C5H11O7P,3.473,4.011381,213.017822,4886.88,14684.57,16357.00,44892.07,7909.42,14237.00,8223.60,7050.19
b,127,127,1,213.017822,4.435,0.688452,[M-H]-,C12 PARENT,deoxyribose-phosphate,C00673,C5H11O7P,3.305,4.011381,213.017822,19865.83,0.00,11755.80,22004.46,16001.19,8900.06,6747.05,4834.64
b,129,129,1,221.059555,5.438,0.623389,[M-H]-,C12 PARENT,cystathionine,C00542,C7H14N2O4S,4.438,2.691995,221.059555,62722.14,83288.15,39142.39,64112.77,0.00,0.00,0.00,0.00
b,130,130,1,229.011139,12.143,0.545234,[M-H]-,C12 PARENT,ribose-phosphate,C00117,C5H11O8P,6.143,3.264812,229.011139,20030.13,7869.24,8880.93,14730.03,0.00,0.00,0.00,0.00
b,132,132,1,239.015793,5.041,0.594242,[M-H]-,C12 PARENT,Cystine,C00491,C6H12N2O4S2,-1.000,3.255834,239.015793,0.00,0.00,0.00,0.00,14540.99,12967.34,7061.53,11825.00
b,133,133,1,239.015915,12.314,0.541633,[M-H]-,C12 PARENT,Cystine,C00491,C6H12N2O4S2,-1.000,2.745115,239.015915,16407.55,10441.35,14145.48,9718.76,0.00,0.00,0.00,0.00
b,134,134,3,321.050171,0.608,0.853327,[M-H]-,C12 PARENT,dTMP,C00364,C10H15N2O8P,10.662,2.661561,321.050171,421537.66,578168.25,475594.91,598244.62,0.00,0.00,0.00,0.00
b,138,138,3,341.108948,5.785,0.849583,[M-H]-,C12 PARENT,trehalose/sucrose,C00089,C12H22O11,4.605,0.000000,341.108948,47113.19,53877.79,56170.62,55390.68,93587.25,86160.97,75627.06,93960.53
b,139,139,3,341.108948,5.785,0.849583,[M-H]-,C12 PARENT,Cellobiose,C00185,C12H22O11,1.925,0.000000,341.108948,47113.19,53877.79,56170.62,55390.68,93587.25,86160.97,75627.06,93960.53
b,142,142,1,338.989197,5.424,0.688976,[M-H]-,C12 PARENT,fructose-1-6-bisphosphate,fructose-1-6-bisphosphate,C6H14O12P2,8.076,1.260355,338.989197,0.00,0.00,0.00,0.00,109333.04,66886.84,152745.17,112615.54
b,148,148,1,275.016235,4.910,0.586357,[M-H]-,C12 PARENT,6-phospho-D-gluconate,C00345,C6H13O10P,8.470,4.105742,275.016235,0.00,0.00,0.00,0.00,97089.44,26939.43,25185.17,73124.62
b,149,149,1,275.016296,5.022,0.618640,[M-H]-,C12 PARENT,6-phospho-D-gluconate,C00345,C6H13O10P,8.358,3.883810,275.016296,0.00,0.00,0.00,0.00,92430.28,73019.74,48633.71,48283.17
b,150,150,1,136.040588,7.104,0.562078,[M-H]-,C12 PARENT,anthranilate,C00108,C7H7NO2,6.366,1.345964,136.040588,9945.57,5323.35,9797.05,6507.92,11552.68,13856.72,23114.34,14826.99
b,151,151,1,136.040283,8.793,0.534137,[M-H]-,C12 PARENT,anthranilate,C00108,C7H7NO2,4.677,0.897309,136.040283,0.00,3645.06,0.00,0.00,7592.48,9576.08,18922.76,19423.38
b,152,152,1,136.040359,13.470,0.659617,[M-H]-,C12 PARENT,anthranilate,C00108,C7H7NO2,0.000,0.336491,136.040359,0.00,0.00,0.00,0.00,20123.66,19297.46,25189.23,27324.88
b,153,153,1,136.040527,1.707,0.612110,[M-H]-,C12 PARENT,p-aminobenzoate,C00568,C7H7NO2,6.993,0.897309,136.040527,3879.04,4154.89,4915.33,4037.17,43362.81,20781.40,30877.08,21906.43
b,154,154,1,136.040497,4.552,0.734608,[M-H]-,C12 PARENT,p-aminobenzoate,C00568,C7H7NO2,4.148,0.672982,136.040497,11558.96,8333.15,12896.32,23587.88,34055.15,30392.28,26935.20,33197.90
b,155,155,1,136.040588,7.104,0.562078,[M-H]-,C12 PARENT,p-aminobenzoate,C00568,C7H7NO2,1.596,1.345964,136.040588,9945.57,5323.35,9797.05,6507.92,11552.68,13856.72,23114.34,14826.99
b,156,156,1,136.040283,8.793,0.534137,[M-H]-,C12 PARENT,p-aminobenzoate,C00568,C7H7NO2,0.093,0.897309,136.040283,0.00,3645.06,0.00,0.00,7592.48,9576.08,18922.76,19423.38
b,157,157,1,136.040359,13.470,0.659617,[M-H]-,C12 PARENT,p-aminobenzoate,C00568,C7H7NO2,4.770,0.336491,136.040359,0.00,0.00,0.00,0.00,20123.66,19297.46,25189.23,27324.88
b,158,158,1,121.040741,10.016,0.556330,[M-H]-,C12 PARENT,nicotinamide,C00153,C6H6N2O,-1.000,0.063032,121.040741,0.00,0.00,0.00,0.00,8639.22,18887.41,5843.66,5941.12
b,159,159,1,121.040573,10.529,0.511351,[M-H]-,C12 PARENT,nicotinamide,C00153,C6H6N2O,-1.000,1.323664,121.040573,0.00,0.00,0.00,2556.85,9057.41,6367.50,7125.84,8189.07
b,160,160,4,138.980103,0.382,0.796326,[M-H]-,C12 PARENT,acetylphosphate,C00227,C2H5O5P,11.998,0.658747,138.980103,268728.47,228228.95,231974.50,231980.00,0.00,0.00,0.00,0.00
b,162,162,1,173.009125,7.578,0.664628,[M-H]-,C12 PARENT,aconitate,C00417|C02341,C6H6O6,6.422,0.264589,173.009125,0.00,0.00,0.00,0.00,8119.22,7962.59,43919.27,30006.93
b,163,163,1,173.009003,8.808,0.724540,[M-H]-,C12 PARENT,aconitate,C00417|C02341,C6H6O6,5.192,0.970161,173.009003,0.00,0.00,0.00,0.00,9689.47,18202.43,27664.98,33096.31
b,164,164,1,173.008972,9.876,0.501611,[M-H]-,C12 PARENT,aconitate,C00417|C02341,C6H6O6,4.124,1.146553,173.008972,0.00,0.00,0.00,0.00,15322.05,22336.94,37507.63,29426.94
b,165,165,1,173.008987,10.228,0.700587,[M-H]-,C12 PARENT,aconitate,C00417|C02341,C6H6O6,3.772,1.058357,173.008987,0.00,0.00,0.00,0.00,12329.53,22498.06,39941.73,35116.92
b,166,166,1,173.008972,10.593,0.536276,[M-H]-,C12 PARENT,aconitate,C00417|C02341,C6H6O6,3.407,1.146553,173.008972,0.00,0.00,0.00,0.00,17035.81,23387.24,36043.83,40200.96
b,167,167,1,173.008987,11.946,0.816365,[M-H]-,C12 PARENT,aconitate,C00417|C02341,C6H6O6,2.054,1.058357,173.008987,0.00,0.00,0.00,0.00,30354.19,28790.78,53143.28,41706.68
b,168,168,1,171.006454,0.974,0.517425,[M-H]-,C12 PARENT,sn-glycerol-3-phosphate,C00093,C3H9O6P,6.326,0.267688,171.006454,0.00,39655.85,41832.75,79347.70,8001.56,20868.81,19584.31,12250.66
b,169,169,2,171.006241,4.256,0.782582,[M-H]-,C12 PARENT,sn-glycerol-3-phosphate,C00093,C3H9O6P,3.044,0.981523,171.006241,181848.48,155111.20,309427.75,307742.25,25371.59,0.00,23237.46,21265.25
b,170,170,1,171.006531,4.762,0.617692,[M-H]-,C12 PARENT,sn-glycerol-3-phosphate,C00093,C3H9O6P,2.538,0.713835,171.006531,0.00,0.00,130955.05,399771.72,36673.93,14408.66,23162.76,43913.91
b,171,171,1,171.006485,5.651,0.837275,[M-H]-,C12 PARENT,sn-glycerol-3-phosphate,C00093,C3H9O6P,1.649,0.446147,171.006485,0.00,0.00,256380.08,137413.66,49684.52,25514.64,38761.92,63507.25
b,172,172,3,171.006363,5.777,0.801978,[M-H]-,C12 PARENT,sn-glycerol-3-phosphate,C00093,C3H9O6P,1.523,0.267688,171.006363,116330.80,0.00,275470.38,137432.83,77511.35,45402.03,66689.83,59875.74
b,173,173,1,171.006287,5.907,0.731558,[M-H]-,C12 PARENT,sn-glycerol-3-phosphate,C00093,C3H9O6P,1.393,0.713835,171.006287,127494.44,264129.53,411426.84,148647.58,59076.62,82441.09,65898.65,53031.58
b,174,174,1,171.006363,6.317,0.793449,[M-H]-,C12 PARENT,sn-glycerol-3-phosphate,C00093,C3H9O6P,0.983,0.267688,171.006363,120032.69,0.00,273225.53,414073.16,27705.85,68107.56,44125.49,41183.07
